query_id,category,question,expected_answer,generated_answer,response_time(sec),retrieved_source_count,retrieved_sources
188,Deep Brain Stimulation,How long do DBS effects last?,"Benefits often last for many years, although disease progression may lead to new symptoms that are less responsive to DBS.",I could not find sufficient information in the provided documents.,2.79,5,data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\overview\Schrag-a_Parkinsons disease primer 2.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf
189,Deep Brain Stimulation,What happens after DBS surgery?,"After surgery, the device is programmed and adjusted over several visits while medications may also be modified to achieve optimal symptom control.","After DBS surgery, it is crucial to manage patient expectations regarding outcomes. Patients should be informed about which symptoms are likely to improve, the magnitude of improvement, and which symptoms may not improve or could even worsen. DBS serves as an ""add-on"" therapy, supplementing but not replacing current treatment, and aims to improve motor symptoms, not non-motor symptoms. It is not a cure, and the underlying Parkinson's Disease will continue to progress despite optimal programming.

Successful surgical outcomes are often supported by a multidisciplinary team specializing in DBS device care, including a movement disorder neurologist, a neuropsychologist, and a neurosurgeon. Patient outcomes are generally better when operations are performed at hospitals with moderate or high volumes for these procedures, leading to improved early postoperative outcomes, favorable patient disposition, and low early complication rates.

Long-term care involves device programming to determine stimulation parameters (contacts, size, frequency, and duration of pulses), managing patient medications, and general postoperative care. Patients have a limited ability to change parameters wirelessly. Batteries typically need replacement after several years during an outpatient procedure, though newer systems offer rechargeable batteries. Newer DBS systems are also MRI-conditional, simplifying the process of getting an MRI. There are risks of complications during implantation and long-term care.",5.76,5,data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf
190,Deep Brain Stimulation,Can older adults undergo DBS?,"Yes. Carefully selected older adults may undergo DBS after thorough medical evaluation, although age and overall health are important considerations.","Although there are no specific age limits for DBS surgery, trials that have included older patients demonstrate that these patients still benefit equally from surgery without apparent further risks. A study analyzing 90-day complication rates also did not find any association with increasing age.",3.11,5,data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\review_articles\795.full.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\research_papers\overview\Schrag-a_Parkinsons disease primer 2.pdf
191,Exercise and Nutrition,How much walking is recommended for Parkinson's disease patients?,"Walking for about 30 minutes on most days of the week, or according to individual ability and medical advice, is generally recommended.",I could not find sufficient information in the provided documents.,4.04,5,data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf
192,Exercise and Nutrition,Can strength training help?,"Yes. Strength training improves muscle strength, balance, posture, mobility, and overall functional independence.","Yes, strength training can help. Strong muscles are vital to maintaining and improving functional ability in individuals with Parkinson's Disease (PD). Benefits were observed whether resistance training was carried out alone or as part of a multimodal program to improve strength and power. Progressive resistance training programs can also reduce motor disease severity and improve strength, power, nonmotor symptoms, functional outcomes, and quality of life.",2.71,5,data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pone.0293826_progression.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf
193,Exercise and Nutrition,Does yoga improve balance?,"Yes. Yoga enhances flexibility, posture, balance, strength, and mental well-being in many patients with Parkinson's disease.","Studies that included yoga did not demonstrate significant improvements in balance. However, power yoga did demonstrate significant improvements in balance.",4.54,5,data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf
194,Exercise and Nutrition,Is cycling beneficial?,"Yes. Cycling provides aerobic exercise that improves cardiovascular fitness, leg strength, balance, and mobility.","Yes, cycling is beneficial. High-intensity biking can improve gait and balance if easily performed and deemed safe by your doctor. Parkinson's disease patients benefit from bicycling, and it may be a safer aerobic exercise option than treadmill walking for those at high risk of falling and/or with freezing of gait.",2.89,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pone.0293826_progression.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf
195,Exercise and Nutrition,Can dance therapy help?,"Yes. Dance therapy may improve gait, balance, coordination, mobility, confidence, and quality of life.","Yes, dance therapy can help. Studies show that dance can help with:
*   Balance
*   Walking ability
*   Balance and walking confidence
*   Movement initiation
*   Quality of life and sense of well-being

Dance often incorporates direct practice of walking in situations that commonly provoke freezing, and the music provides an external rhythm, which can be considered as auditory cueing. Dance is both physically and cognitively challenging and aims to improve gait, balance, and mood.",2.29,5,data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf
196,Exercise and Nutrition,Does swimming improve mobility?,"Yes. Swimming is a low-impact exercise that improves flexibility, endurance, muscle strength, and cardiovascular fitness.","Yes, physical activities performed in the aquatic environment, such as aquatic exercises, are indicated to improve mobility for people with Parkinson's Disease.",4.05,5,data\Parkinson_Disease\research_papers\rehabilitation\pone.0293826_progression.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pzab302.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pone.0293826_progression.pdf | data\Parkinson_Disease\research_papers\rehabilitation\pone.0293826_progression.pdf
197,Exercise and Nutrition,Which foods support brain health?,"Foods rich in fruits, vegetables, whole grains, fish, nuts, olive oil, and antioxidants support overall brain health.","The Mediterranean diet and the MIND (Mediterranean-DASH Intervention for Neurodegenerative Delay) diet are brain-healthy. These diets are characterized by vegetables, fruits, whole grains, legumes and nuts, moderate amounts of low-fat proteins such as chicken, fish, and fats centered around olive oil.",1.98,5,data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\research_papers\pathogenesis\Bookshelf_NBK536721.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\Fitness-Counts-Book-2025.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf | data\Parkinson_Disease\foundation_resources\patient_education_fr\mood.pdf
198,Exercise and Nutrition,Should Parkinson's patients eat more protein?,"Protein is important for nutrition, but patients taking Levodopa may need to time protein intake appropriately because it can interfere with medication absorption.","No, the provided context indicates that too much protein may limit a person’s ability to absorb Parkinson's disease medicines like carbidopa-levodopa. It suggests that discussion should take place about a protein redistribution diet, where most of the protein is eaten in the final main meal of the day, for people with Parkinson's disease on levodopa who experience motor fluctuations. Low-protein and protein-redistribution diets are mentioned in relation to managing motor fluctuations.",4.24,5,data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\patient_education\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf | data\Parkinson_Disease\guidelines\NINDS-NIH\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf | data\Parkinson_Disease\guidelines\ANN\Dopaminergic Therapy for Motor Symptoms in Early Parkinson Disease.pdf | data\Parkinson_Disease\guidelines\EPG\eu_guideline_parkinson_guideline_for_pt_s1.pdf
199,Exercise and Nutrition,Can vitamin D help Parkinson's disease?,"Vitamin D supports bone health and may reduce fracture risk in Parkinson's patients with deficiency, but it is not a cure for the disease.","People with Parkinson disease should be advised to take a vitamin D supplement. Depending on bone health, a primary care physician may recommend vitamin D supplements.",2.58,5,data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\foundation_resources\APDA\APDA24496A_BasicHandbook_ENG_TCD7FN_WEB.pdf | data\Parkinson_Disease\guidelines\Canadian Guideline\canadian-guideline-for-parkinson-disease-full canada guideline.pdf | data\Parkinson_Disease\guidelines\NINDS-NIH\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf | data\Parkinson_Disease\patient_education\Parkinson's Disease _ National Institute of Neurological Disorders and Stroke.pdf
